year,total_population,working_age_population,elderly_population,elderly_dependency,total_subscribers,total_income_nominal,total_income_real
2051,45664600.93801087,23192159.799399268,17258294.963969477,74.41434999260615,15616470.377328655,64769179521.45465,36372980098.842064
2052,45296159.626768574,22771419.149285667,17394407.504788827,76.38701563022472,15266106.818870917,63269810800.53188,34834281204.70363
2053,44904791.212001175,22353728.979271874,17513094.80869663,78.3452945364782,14919889.626664411,61791307473.637985,33353201764.600594
2054,44492515.58771821,21938855.868440412,17616379.259513333,80.29762064691319,14577603.252595505,60332709711.14094,31927345007.21284
2055,44061105.76404172,21526565.25653355,17706041.617237408,82.2520518542243,14239032.548937546,58893061914.02284,30554412443.256786
2056,43617877.18169085,21116621.57687158,17783681.811662573,84.21651042485186,13937676.678381007,57528052286.27065,29261009226.633774
2057,43164131.02549984,20706733.964619007,17850734.720781058,86.20738910965915,13638444.081869952,56176782081.90138,28013431904.41059
2058,42701022.20018518,20296704.19323296,17908488.649771456,88.2334810581821,13341141.98524287,54838368329.09654,26809814639.213512
2059,42229573.99833508,19880912.737350807,17958100.01258185,90.32834784714629,13041941.28405803,53498056641.756874,25641718113.047474
2060,41750691.301160514,19459434.857656498,18000606.55873099,92.50323398599873,12740818.359653775,52155574759.85924,24508102008.40731
2061,41264877.17964654,19032203.33697128,18036809.818057626,94.7699512174713,12437658.043687258,50810280788.24048,23407787528.130096
2062,40772837.17706491,18599288.08497663,18067541.196739167,97.14103633532632,12132436.811874913,49461913751.22255,22339812095.265568
2063,40275190.35645005,18160753.612139165,18093545.78098216,99.629928181438,11825115.985696781,48110127196.07141,21303204352.60657
2064,39772979.77280967,17717123.58575304,18115491.005442172,102.24848812371256,11516034.364872508,46756180237.15072,20297721090.824085
2065,39266653.30191849,17268393.566551466,18133974.224978693,105.01251407718573,11205109.349985672,45399564101.21573,19322342136.554913
2066,38756589.89858726,16814556.79788512,18149529.987384018,107.9393896939752,10989441.929076927,44607325460.68363,18612902305.35334
2067,38243113.12283446,16355604.22075803,18162636.376759052,111.04839742763886,10770769.196728155,43805367482.98832,17919878849.372147
2068,37726496.79894206,15891523.599950172,18173720.726016477,114.36109704467519,10549021.397922102,42993271961.57057,17242810980.950615
2069,37206969.49098468,15421905.071583968,18183164.764148682,117.90478984112376,10322303.5474666,42159940334.543335,16577055263.174671
2070,36684719.088516444,14946753.922671672,18191309.25478475,121.70742456120618,10090637.710117154,41305495375.70776,15922639444.22969
2071,36160302.46888254,14783826.522248402,17880982.927730344,120.94962627450332,9981183.128389575,40887798151.9839,15452572083.735561
2072,35633942.63298437,14614260.004946573,17571290.053585768,120.23386779514196,9866412.714371031,40447807374.89485,14986556883.186497
2073,35105830.70483518,14438036.968865573,17262456.1522751,119.56234901946956,9746335.878734095,39985610645.04998,14524809444.05003
2074,34578165.97499728,14260870.365108537,16954679.780447192,118.8895161821924,9635614.74447307,39529648972.4854,14077628383.996168
2075,34050811.99494099,14082625.654435784,16647990.124943016,118.21652107680067,9521657.020673398,39058711820.14252,13637170898.355078
2076,33528329.098077193,13903170.48017563,16347108.724106368,117.57828005788696,9404436.558667326,38572697424.13891,13203412932.379654
2077,33010470.835193608,13722372.266319154,16051948.825431312,116.97648565350454,9283925.287226552,38071494603.2543,12776324985.1012
2078,32496994.163107637,13540100.356870327,15762422.91283575,116.41289574960798,9160094.419317303,37554987190.134125,12355873975.195948
2079,31987668.154437084,13356235.064276494,15478442.992057592,115.88926757853567,9032802.939347092,37022348132.85003,11941795793.035168
2080,31482265.710199703,13170656.299698126,15199920.839469625,115.4074671268888,8902033.536952974,36473520416.71132,11534086170.472263
2081,30980636.844618104,12983266.666693646,14926768.227499925,114.9692801565264,8768081.300444158,35909010691.399574,11132912016.637724
2082,30482632.774940476,12793976.949939292,14658897.08016117,114.57654752325254,8630925.701142639,35328745279.52072,10738246726.941175
2083,29988106.038422704,12602696.97421189,14396219.65064618,114.23126081746045,8490543.985810963,34732639717.898506,10350058022.319204
2084,29496910.577222355,12409328.71426991,14138648.678650068,113.93564474113379,8382714.888394528,34330322919.518402,10029579144.921757
2085,29008902.52813831,12213773.472932067,13886097.529610414,113.69211620294514,8271188.276789963,33910127268.561836,9712567929.184933
2086,28523942.120361432,12015931.930982277,13638480.31737311,113.50330873801973,8156002.6229844475,33472311893.673725,9399184775.99376
2087,28041893.736439474,11815703.456088416,13395712.011297405,113.3721073914972,8037194.284248924,33017125821.13428,9089574859.307703
2088,27562625.93572493,11612986.033930687,13157708.530539246,113.30168220382946,7914797.47042978,32544807850.262215,8783868914.12642
2089,27086080.848176584,11519351.565802168,12812809.701312928,111.22856723420689,7833721.828475384,32216738159.89424,8524826127.359479
2090,26612201.7840393,11416337.996617738,12479388.660791399,109.31166074873227,7746659.346357649,31862697025.731625,8265827251.861293
2091,26141025.045264315,11304252.88266357,12157048.538349671,107.54402493059905,7655187.87557581,31489370312.600166,8008802706.938526
2092,25672583.355801802,11185444.58239492,11845398.596554033,105.9001142895816,7560470.034860983,31100406131.86529,7754780464.544244
2093,25206906.061749563,11060079.308862569,11544054.184522424,104.37587165647213,7462577.264768453,30696173562.108444,7503908282.829104
