year,total_population,working_age_population,elderly_population,elderly_dependency,total_subscribers,total_income_nominal,total_income_real
2053,44273905.663066424,22363181.907557677,16870700.211976476,75.43962340294246,14926206.242644807,61817493326.14379,33367336147.861168
2054,43874205.42335211,21948426.2343771,16986416.68878409,77.39241304772376,14583969.876983669,60359086544.74408,31941303310.605434
2055,43455135.89971671,21536242.42003963,17088293.190754965,79.34667922782195,14245440.938733472,58919595534.04074,30568178397.060024
2056,43023247.522279836,21126395.222967446,17177161.878855843,81.30663891103289,13944134.601892538,57554736344.50009,29274581778.511078
2057,42579938.771869615,20716593.398325298,17254554.269212298,83.28856939677705,13644944.443132427,56203585943.40697,28026798069.599033
2058,42126452.19811763,20306639.112994827,17321845.75924785,85.30139164271198,13347678.033902112,54865263008.67923,26822963122.59044
2059,41663890.04148386,19890910.529583298,17380271.252794866,87.37795701682728,13048504.802247137,53525007869.22414,25654635886.53117
2060,41101622.81977554,19469483.058867514,17339333.763723455,89.05903516439864,12747401.293721937,52182549137.43393,24520777370.537968
2061,40541354.88027963,19042331.603992574,17300984.950066105,90.85539160781464,12444279.92300976,50837357777.059235,23420261625.720947
2062,39982901.581444144,18609520.249155924,17265172.8924897,92.7760235692954,12139113.263762161,49489156370.85657,22352116410.999645
2063,39426080.01543795,18171108.122878302,17231846.960998602,94.8310188045322,11831859.044406112,48137583379.63266,21315361973.532497
2064,38871211.03162171,17727614.18616047,17200957.803476583,97.02917506465684,11522852.978954855,46783885027.86465,20309748251.980934
2065,38318091.599082075,17279029.359770138,17172457.09903265,99.38322773508555,11212009.390467592,45427539711.816216,19334248733.682068
2066,37766514.246157594,16825342.559642605,17146297.78325591,101.9075702172219,10996489.380300445,44635949990.39692,18624846208.5035
2067,37216274.19337641,16366540.675754307,17122434.043631844,104.61852863627641,10777969.119895093,43834667637.25115,17931864942.51157
2068,36667169.249013044,15902607.660653455,17100821.31326541,107.53469920267604,10556376.74584248,43023266416.03083,17254840507.55183
2069,36118999.09191501,15433129.744962694,17081416.266304582,110.6801831422423,10329813.967443606,42190632542.31627,16589123269.447058
2070,35571565.179416075,14958108.781908672,17064176.815505672,114.07977481848653,10098300.851056978,41336880986.42922,15934738119.20524
2071,35025075.90474004,14795556.469557244,16731327.021836394,113.08345891729125,9989099.23388654,40920242869.837555,15464833794.173145
2072,34479440.32881783,14626373.719725179,16401893.310809018,112.13916466997809,9874587.018308692,40481334419.86044,14998979187.363455
2073,33934566.70648472,14450541.531817526,16075819.738730477,111.2471785457616,9754772.45854681,40020238634.76079,14537388092.815577
2074,33392401.222661994,14273776.453683475,15753051.289885012,110.3635841643001,9644329.90471301,39565417817.08076,14090366683.349367
2075,32852577.662401088,14095942.920548104,15433388.563573847,109.48816017888457,9530655.748902952,39095640051.897675,13650064221.866055
2076,32319453.96465626,13916907.607052006,15121351.814875582,108.6545390817516,9413722.961760528,38610799765.234825,13216455342.601786
2077,31792597.33774166,13736536.8389086,14816669.211788042,107.86320733927622,9293502.48754085,38110781521.39927,12789509191.266834
2078,31271596.81038452,13554698.888165165,14519086.533491164,107.1147847199175,9169964.555405127,37595464878.92368,12369191440.036472
2079,30756070.116617523,13371272.585386738,14228365.628159586,106.40995864305056,9042966.812375559,37064016990.20818,11955236350.174185
2080,30245653.748006634,13186136.854591655,13944283.01596749,105.74956994407225,8912490.976566141,36516376532.91433,11547638636.24935
2081,29740074.836147968,12999193.34427682,13666628.632324168,105.13443619439049,8778831.53333466,35953046474.13111,11146564481.166672
2082,29239073.823988162,12810351.89485818,13395204.648888767,104.56546985462074,8641967.004336933,35373948760.04171,10751986420.295986
2083,28742403.375583038,12619521.382439762,13129824.449143425,104.04375927769935,8501873.668418389,34778994441.720955,10363871371.522366
2084,28249827.373362627,12426602.813269094,12870311.703153534,103.5706370964931,8394379.643063234,34378102882.02987,10043538026.598274
2085,27761120.728925023,12231496.50484006,12616499.531816293,103.14763632417248,8283187.354377318,33959330670.679115,9726660810.100012
2086,27275553.980628885,12034102.130082319,12367713.332219236,102.77221514767578,8168334.440862443,33522933352.80033,9413399523.08003
2087,26792978.68692419,11834318.347314565,12123855.81710643,102.44659186354883,8049856.6367967725,33069157225.222378,9103899042.007788
2088,26313251.707259294,11632042.374894934,11884831.799481886,102.17321615963624,7927787.496032116,32598238227.887104,8798289814.54312
2089,25836304.589296013,11539038.328117196,11538778.108597726,99.99774487689467,7847113.409549841,32271831280.069237,8539404241.008806
2090,25362070.96691138,11436655.064301413,11204247.108673392,97.96786775222886,7760450.425706236,31919442657.048557,8280548214.916767
2091,24890578.436980315,11325199.21166895,10880833.778470242,96.07631243483246,7669378.257463115,31547765960.978455,8023654678.323242
2092,24421851.74940571,11207022.086035574,10568139.944793751,94.29926936578543,7575060.980873915,31160452884.73081,7769752918.090557
2093,23955912.927382372,11082289.158739341,10265774.154009368,92.63225320117117,7477569.643091865,30757870502.99896,7518990559.609851
