year,total_revenue,total_expenditure,balance,reserve_fund,fund_ratio
2063,1908870473.259533,7027330272.625613,-5118459799.36608,0.0,0.0
2064,1817877532.2711387,6863009399.381698,-5045131867.110559,0.0,0.0
2065,1729608889.323658,6703324848.731152,-4973715959.407494,0.0,0.0
2066,1665304508.4333415,6573955725.873067,-4908651217.439726,0.0,0.0
2067,1602501187.3403728,6448763237.552587,-4846262050.2122135,0.0,0.0
2068,1541156281.239961,6327629633.702204,-4786473352.462243,0.0,0.0
2069,1480857265.512495,6209976146.883621,-4729118881.371126,0.0,0.0
2070,1421604994.333021,6095731732.764238,-4674126738.431217,0.0,0.0
2071,1378983389.866792,5864006302.246732,-4485022912.37994,0.0,0.0
2072,1336750652.699671,5640060213.152774,-4303309560.453103,0.0,0.0
2073,1294924872.5520363,5423653231.547928,-4128728358.9958916,0.0,0.0
2074,1254451748.0149188,5210210609.271484,-3955758861.2565656,0.0,0.0
2075,1214608128.9114168,5003838191.5124035,-3789230062.6009865,0.0,0.0
2076,1175390606.4379718,4805767189.0103,-3630376582.5723276,0.0,0.0
2077,1136795311.2388062,4615626891.532953,-3478831580.294147,0.0,0.0
2078,1098818094.934847,4433066260.546232,-3334248165.6113853,0.0,0.0
2079,1061434406.9178673,4257724096.5826344,-3196289689.6647673,0.0,0.0
2080,1024642692.1489253,4089288281.022977,-3064645588.8740516,0.0,0.0
2081,988456638.4631557,3927383788.964514,-2938927150.501358,0.0,0.0
2082,952872845.8611808,3771733889.803259,-2818861043.942078,0.0,0.0
2083,917887442.4247175,3622074512.236285,-2704187069.811568,0.0,0.0
2084,889151485.1084822,3484850082.4806013,-2595698597.372119,0.0,0.0
2085,860747004.8576144,3352807687.38446,-2492060682.5268455,0.0,0.0
2086,832687351.4194003,3225620133.679216,-2392932782.2598157,0.0,0.0
2087,804984565.2105001,3103123427.7064557,-2298138862.4959555,0.0,0.0
2088,777649420.9513739,2985158101.666766,-2207508680.715392,0.0,0.0
2089,754630437.7540656,2841181886.8804655,-2086551449.1264,0.0,0.0
2090,731630673.4985955,2704322564.64227,-1972691891.1436746,0.0,0.0
2091,708821304.0763285,2574232037.891557,-1865410733.8152287,0.0,0.0
2092,686289317.3585548,2450475955.4771805,-1764186638.1186256,0.0,0.0
2093,664047635.7515705,2332735704.8867407,-1668688069.1351702,0.0,0.0
