year,total_revenue,total_expenditure,balance,reserve_fund,fund_ratio
2072,6788583589.712728,5371946734.525783,1416636855.186945,103331007544.43729,51.91490741947241
2073,6824025784.773634,5159810251.897432,1664215532.8762016,102969124890.16765,54.93720749207626
2074,6875944480.062143,4951027749.393484,1924916730.6686592,102875039172.00948,58.345600529369904
2075,6944979607.498906,4749352579.599834,2195627027.8990717,103053508569.08482,62.14726253649048
2076,7032324069.714121,4555936339.342099,2476387730.3720217,103509239268.69048,66.37358482198667
2077,7139225595.921036,4370408483.786535,2768817112.1345005,104248463453.98792,71.0790489678521
2078,7267082751.15157,4192418117.2920833,3074664633.859487,105279040569.14175,76.32581977565931
2079,7417443172.518302,4021605687.3316674,3395837485.1866345,106610583141.20796,82.18549067616897
2080,7592065943.282656,3857659159.7737737,3734406783.508882,108254586333.71275,88.73949302065812
2081,7792936319.117507,3700208187.908303,4092728131.209204,110224675517.20209,96.08317213208699
2082,8022266384.649457,3548976073.308311,4473290311.341146,112536697681.14713,104.32440842259443
2083,8282535323.853243,3403698892.967019,4878836430.886224,115208932196.71674,113.5873650231089
2084,8581698153.248382,3270144475.014589,5311553678.233793,118261487204.42667,123.78601289849604
2085,8917381250.489979,3141732755.111352,5775648495.378627,121718283009.52242,135.26390714353096
2086,9293105113.728968,3018143745.35034,6274961368.378628,125606611377.71434,148.20679015810106
2087,9712832042.653725,2899211128.7267833,6813620913.926941,129957357558.74492,162.8233639767588
2088,10181015285.211985,2784773241.744648,7396242043.467337,134805416120.66824,179.35495108307697
2089,10706242021.903625,2647131713.711202,8059110308.192423,140221282975.51422,200.18633236019522
2090,11292582424.093868,2516454568.9338493,8776127855.160019,146247973909.58572,224.0252513368233
2091,11946597431.839073,2392395373.3558426,9554202058.48323,152934568636.50842,251.34432832323225
2092,12675629448.909645,2274525151.696817,10401104297.212828,160336955901.63284,282.70887551775957
2093,13487929526.683247,2162528684.040583,11325400842.642664,168518494863.85135,318.7736530933738
