year,total_population,working_age_population,elderly_population,elderly_dependency,total_subscribers,total_income_nominal,total_income_real
2068,35116791.60930436,15232062.759058833,16371784.956010476,107.48238905642525,10111417.49960199,41208732731.26019,16527106610.651999
2069,34554343.16737769,14766639.815120315,16335253.495837927,110.62268532555002,9883872.264499754,40368171640.90838,15872541726.923845
2070,33993508.23375071,14296804.850609588,16300714.877972621,114.01648863716281,9652003.11234084,39508893795.55554,15230076894.731228
2071,33434207.46343824,14125908.487127498,15964804.670286257,113.01789675923844,9537180.936212713,39067889122.87249,14764780695.369474
2072,32876361.247069873,13948813.317987178,15632610.45444876,112.0712572322572,9417376.49796042,38605915055.435036,14304106441.251741
2073,32319889.72051219,13765524.393684212,15304075.973376527,111.1768468508052,9292616.098707467,38123126576.8746,13848260411.875242
2074,31766650.102315355,13581506.506565496,14979146.001762182,110.2907545235946,9176854.145493664,37646638589.497894,13407035016.639036
2075,31216298.040659882,13396636.657284198,14657629.40865901,109.4127562285506,9058110.127581853,37156304366.7982,12972954022.001724
2076,30672971.802258797,13210794.587072866,14343812.725275612,108.57645715959762,8936370.934056912,36652081235.08167,12545987076.212631
2077,30136255.58369143,13023862.684019513,14037423.542646397,107.78233680143556,8811623.500728114,36133925394.845085,12126100607.368326
2078,29605755.60836871,12835725.890396446,13738206.694399059,107.03100714138682,8683854.565371875,35601790512.28247,11713257539.77758
2079,29081106.571082365,12646278.917205134,13445922.732698571,106.32315498281102,8552944.76953407,35054959568.35235,11307201995.837915
2080,28561962.162576336,12455418.178985508,13160346.5525915,105.65961225449124,8418892.994149612,34493448605.52202,10907924543.268423
2081,28048062.955632955,12263062.291321838,12881266.149990754,105.04118664639255,8281993.900817129,33917808502.89838,10515577304.678375
2082,27539163.023738798,12069138.286731714,12608481.500015229,104.46877979579077,8142243.154115022,33328041749.13745,10130128664.249273
2083,27035028.883759435,11873572.992006276,12341803.543725774,103.94346800272108,7999634.818292022,32724142953.48728,9751541519.740105
2084,26535438.52651809,11676286.59725832,12081053.272493271,103.46657023072723,7887759.736098691,32302906533.752724,9437270906.271687
2085,26040181.21708543,11477199.460601274,11826060.90030951,103.03960422493137,7772525.263818512,31865242618.795288,9126870302.310543
2086,25548575.084010173,11276232.19164137,11576181.746876163,102.66001577598884,7653984.064726858,31411470452.38913,8820490673.17261
2087,25060484.353915177,11073305.043062305,11331313.53444691,102.33000436979974,7532187.083181615,30941900614.121532,8518267866.347384
2088,24575778.933355197,10868337.892550474,11091356.030843733,102.05199857142944,7407183.540493339,30456835009.30827,8220323422.766334
2089,24094399.11404196,10765302.475255998,10752251.96989589,99.87877251577368,7320835.076415166,30106716048.922234,7966496121.024057
2090,23616287.564796954,10653525.384318104,10424588.781916842,97.8510718833199,7228954.254891796,29732570376.80873,7713229369.442124
2091,23141474.926741805,10533331.648629462,10107956.514616065,95.96162782865814,7133037.437424692,29340741241.83248,7462334290.855737
2092,22669989.238937385,10406940.876469504,9801952.888418864,94.18668756523311,7034184.25236593,28934703304.770885,7214769832.38879
2093,22201856.07106883,10274536.912651496,9506183.178138394,92.52176773468989,6932476.438452009,28514872415.85792,6970672969.131927
