year,total_revenue,total_expenditure,balance,reserve_fund,fund_ratio
2046,8768964546.961811,6853991178.625214,1914973368.3365974,150710763539.78143,35.15184554264408
2047,8678211254.400597,7016402977.932518,1661808276.4680786,149417458805.66556,34.7243716549369
2048,8585755716.245772,7175710996.979882,1410044719.2658901,147897749430.7027,34.28028091191009
2049,8490901619.2413645,7320351428.045879,1170550191.195485,146168343750.70792,33.87422070729746
2050,8393387795.084499,7452677646.994251,940710148.0902481,144243007942.90195,33.49118565495683
2051,8293119371.776412,7523922723.699728,769196648.076684,142183910317.5884,33.35449646464462
2052,8179969004.417622,7575407797.25064,604561207.1669817,140000551714.6066,33.271483341259184
2053,8066659033.789656,7617490102.506924,449168931.282732,137704611788.74014,33.19595684077909
2054,7953085625.159697,7651155867.546564,301929757.6131325,135306451119.12311,33.12380584369233
2055,7839126472.940245,7677281668.481373,161844804.45887184,132815228254.57956,33.05136091778805
2056,7727258512.735972,7685233594.023149,42024918.71282387,130253033011.43787,33.02781872872256
2057,7615010712.686272,7686529006.748606,-71518294.06233406,127627533677.93556,33.003758315554116
2058,7502278947.237372,7681861725.392265,-179582778.15489292,124945450239.429,32.976413811392426
2059,7388348723.32845,7672002732.278483,-283654008.9500332,122211885441.47055,32.942331310585566
2060,7273113726.750029,7617254178.53541,-344140451.7853813,119471433510.44064,33.083803601060374
2061,7158134675.059876,7436183222.280179,-278048547.2203026,116850807835.56465,33.80894477345912
2062,7048662640.717653,7260426805.206013,-211764164.48835945,114347851360.57503,34.56336418991084
2063,6944724461.32794,7089761317.495499,-145036856.16755867,111960699771.84718,35.34958437702906
2064,6846429937.17441,6923980611.937949,-77550674.76353931,109687841258.41997,36.1703857326924
2065,6753835785.227642,6762877418.223831,-9041632.996189117,107528057639.96457,37.028911956037255
2066,6688538980.984459,6632358975.609795,56180005.37466431,105475844358.28111,37.77772700833886
2067,6627846799.277838,6506054272.898858,121792526.37897968,103529483073.71341,38.55647954001471
2068,6571858936.059891,6383844513.927848,188014422.13204288,101687507631.65498,39.367377363542914
2069,6520317572.808554,6265145789.468552,255171783.34000206,99948806716.33508,40.21589931145619
2070,6473404027.022919,6149886424.028068,323517602.9948511,98312543795.48022,41.104877924084754
2071,6447040940.066416,5916102336.781919,530938603.28449726,96915785461.59845,42.96457680881313
2072,6432283056.819675,5690166702.897227,742116353.9224482,95757592296.66602,45.019440773125076
2073,6429791487.253013,5471837154.1929865,957954333.0600262,94837946780.7718,47.29345245297913
2074,6441237746.319154,5256498300.287813,1184739446.0313406,94163118642.86644,49.858191009972415
2075,6466988675.468805,5048292462.841143,1418696212.6276627,93735479195.83005,52.712289583110966
2076,6507973901.214584,4848461790.711328,1659512110.5032568,93557040733.86604,55.875967250688426
2077,6565144484.729398,4656632280.263641,1908512204.4657564,93631101159.23639,59.3883027119883
2078,6639569782.418304,4472449774.325489,2167120008.0928154,93962317223.03044,63.2937963041382
2079,6732430726.784385,4295549864.5208235,2436880862.2635612,94556799708.37184,67.64365574149028
2080,6845079578.3387375,4125617659.3578677,2719461918.98087,95422206731.11014,72.49594589241376
2081,6979049213.492996,3962274802.199686,3016774411.29331,96567957481.00914,77.91873031556692
2082,7136046636.111839,3805242103.9580483,3330804532.153791,98005272650.79019,83.98867570031106
2083,7317986886.777597,3654253147.311452,3663733739.4661455,99747334377.49574,90.79384878312001
2084,7532724891.058698,3515809610.9820113,4016915280.0766864,101808419571.73918,98.24541148970084
2085,7776637149.986902,3382594146.687018,4394043003.299885,104206219054.02457,106.60997624346722
2086,8052450607.002777,3254276654.3615284,4798173952.641249,106961133809.52809,116.01811367557308
2087,8363236852.242031,3130691683.421802,5232545168.820229,110096401844.82814,126.61561554545841
2088,8712447176.857525,3011678349.350988,5700768827.5065365,113638417694.9851,138.5706350987624
2089,9107938232.283604,2866423044.8995075,6241515187.384096,117651728613.84007,153.74918200261502
2090,9552334474.207771,2728347859.7153506,6823986614.49242,122168818588.84543,171.0864412429455
2091,10050785012.854952,2597101604.2315855,7453683408.623366,127227034966.31496,190.91743773778205
2092,10609026011.850334,2472246068.506436,8136779943.343899,132869167165.22131,213.64258359231516
2093,11233487804.917336,2353459809.4629374,8880027995.4544,139143917373.12238,239.72477243593167
