year,total_revenue,total_expenditure,balance,reserve_fund,fund_ratio
2062,7087696067.738986,7196492913.590822,-108796845.8518362,114725306254.8281,35.296344011959775
2063,6989068264.41418,7027330272.625613,-38262008.21143341,112437528437.69847,36.13370521044141
2064,6896347142.020435,6863009399.381698,33337742.63873768,110266208759.99019,37.0100432361578
2065,6809614381.349138,6703324848.731152,106289532.61798668,108210415767.90248,37.928940796394784
2066,6750304734.963858,6573955725.873067,176349009.09079075,106264991918.7991,38.739635100449696
2067,6695954107.077064,6448763237.552587,247190869.524477,104428555495.7981,39.58540541010007
2068,6646694424.285333,6327629633.702204,319064790.5831289,102700001551.1695,40.468940028989
2069,6602306548.951458,6209976146.883621,392330402.06783676,101078606432.62616,41.39633720657433
2070,6563010326.756573,6095731732.764238,467278593.99233437,99563951567.15524,42.37103308679154
2071,6544632408.609965,5864006302.246732,680626106.3632336,98292343329.06444,44.3525103980276
2072,6538418662.589622,5640060213.152774,898358449.4368477,97263400928.91179,46.54347746303537
2073,6545085180.972809,5423653231.547928,1121431949.424881,96477707369.92662,48.96980215739318
2074,6566356262.399084,5210210609.271484,1356145653.1275997,95942133270.70271,51.706787110756125
2075,6602673144.427489,5003838191.5124035,1598834952.9150858,95659749924.19226,54.75447466576274
2076,6655041236.212811,4805767189.0103,1849274047.2025118,95633342600.33217,58.13536617165016
2077,6724496016.61512,4615626891.532953,2108869125.0821667,95867048145.01567,61.89173203782301
2078,6812200950.081397,4433066260.546232,2379134689.535165,96366436792.49171,66.07173731067873
2079,6919442195.870738,4257724096.5826344,2661718099.2881036,97138616915.45645,70.73082440821787
2080,7047689401.229412,4089288281.022977,2958401120.206435,98192339272.61472,75.93191803358414
2081,7198606689.869814,3927383788.964514,3271222900.9053,99538222187.78247,81.7487649281353
2082,7374048328.793768,3771733889.803259,3602314438.990509,101188806779.95372,88.264540759143
2083,7576094635.408333,3622074512.236285,3954020123.1720476,103158732652.53844,95.57484992070556
2084,7812736043.280397,3484850082.4806013,4327885960.799796,105463898365.24924,103.5893003185267
2085,8080610640.040126,3352807687.38446,4727802952.655666,108123781742.11569,112.59210380775133
2086,8382680775.127756,3225620133.679216,5157060641.44854,111160768231.75806,122.72522600628533
2087,8722283763.534622,3103123427.7064557,5619160335.828167,114600305661.08116,134.14744945980462
2088,9103171284.667122,2985158101.666766,6118013183.000356,118471254027.19757,147.04203815735903
2089,9533505067.574749,2841181886.8804655,6692323180.6942835,122840611442.65268,163.3950778957919
2090,10016333387.95753,2704322564.64227,7312010823.315259,127743982825.91592,182.08667685396557
2091,10557243482.814417,2574232037.891557,7983011444.922859,133222210293.86003,203.48168474966187
2092,11162470757.493143,2450475955.4771805,8711994802.015963,139322004894.03558,228.01626255318973
2093,11839015012.638836,2332735704.8867407,9506279307.752094,146096480184.25757,256.1951717096368
