year,total_revenue,total_expenditure,balance,reserve_fund,fund_ratio
2083,2761505222.0087285,3970316463.7636733,-1208811241.7549448,90291188758.24506,23.046021856218058
2084,2732662123.0429583,3827148463.6122527,-1094486340.5692945,90405513659.43071,23.908139668466834
2085,2704131113.626644,3689060399.530964,-984929285.9043198,90515070714.09567,24.803063677578585
2086,2675926629.8394384,3555889068.1974506,-879962438.3580122,90620037561.64198,25.7319613309487
2087,2648061737.337693,3427475020.942214,-779413283.6045208,90720586716.39548,26.69603700710461
2088,2620548202.2713776,3303662650.5694194,-683114448.2980418,90816885551.70197,27.696532508919777
2089,2597234351.462353,3154504505.5151095,-557270154.0527563,90942729845.94725,29.00614021632493
2090,2573924452.667516,3012552116.755177,-438627664.0876608,91061372335.91234,30.37291852681863
2091,2550792243.6244674,2877459927.511595,-326667683.8871274,91173332316.11287,31.798878978352445
2092,2527930241.808982,2748778735.7928157,-220848493.9838338,91279151506.01616,33.287510125331764
2093,2505351745.4546194,2626191704.560609,-120839959.10598946,91379160040.89401,34.841325498478405
