year,total_revenue,total_expenditure,balance,reserve_fund,fund_ratio
2062,7102819909.433318,7192369833.185908,-89549923.75259018,114882623863.85109,35.36500592959943
2063,7005546613.587758,7023295574.45464,-17748960.866882324,112612274435.06555,36.210652920266234
2064,6914239710.738661,6859090641.859777,55149068.87888336,110459339691.49219,37.09604794577419
2065,6828985492.328214,6699550742.591332,129434749.73688126,108422905035.51352,38.024829362061894
2066,6771221634.555525,6570196979.414003,201024655.14152145,106497990376.23322,38.8467874601955
2067,6718488757.444326,6445007370.535665,273481386.90866184,104683275873.41179,39.705086368725844
2068,6670927131.563529,6323862655.494475,347064476.06905365,102977727097.061,40.60254939012544
2069,6628320010.37192,6206177643.477206,422142366.8947134,101380698344.4055,41.545470169624004
2070,6590897793.817865,6091880281.225094,499017512.59277153,99891859026.71582,42.537455692746555
2071,6574496792.43816,5860284620.797797,714212171.6403627,98647407295.87155,44.54099473998345
2072,6570366256.257922,5636456192.166127,933910064.091795,97647054471.809,46.75694515511967
2073,6579234389.280328,5420155683.811087,1159078705.4692411,96891485050.38004,49.21156094775492
2074,6602819437.105234,5206960899.036567,1395858538.0686674,96387510548.24516,51.97923797210287
2075,6641582973.617074,5000835793.114969,1640747180.5021048,96138306541.52676,55.0614325496313
2076,6696544635.121798,4803011092.043253,1893533543.0785446,96146775250.45772,58.48101984994597
2077,6768755567.479858,4613116645.459316,2155638922.020542,96417183285.2144,62.2807709896272
2078,6859396456.489061,4430801968.4381485,2428594488.050913,96955244767.67285,66.50941306388582
2079,6969772037.9783,4255706202.1224465,2714065835.8558536,97768227372.79002,71.22302624020118
2080,7101372967.34952,4087517853.511055,3013855113.8384647,98865058420.49533,76.48524398570937
2081,7255886809.739722,3925862667.0877285,3330024142.6519938,100256552005.8827,82.37061804878957
2082,7435193463.080351,3770464434.1503887,3664729028.929962,101955466289.5993,88.96322167251283
2083,7641401688.709947,3621059644.564217,4020342044.1457295,103976681543.75288,96.35966494079378
2084,7882400304.0106,3483826984.981717,4398573319.028883,106336496401.13954,104.47706094413653
2085,8154999557.484247,3351772664.653084,4803226892.831163,109054693952.7719,113.59655451391129
2086,8462202481.447237,3224569804.052763,5237632677.394474,112153999297.75908,123.86211860729962
2087,8807391864.322706,3102054631.2822957,5705337233.040411,115660238505.35324,135.43482019382347
2088,9194370307.691582,2984067858.922473,6210302448.769109,119602693140.2919,148.50057312030876
2089,9631262127.28839,2840840544.5750675,6790421582.713322,124047963877.11714,165.02085011821998
2090,10121207773.664202,2704731954.965429,7416475818.698772,129032126678.61755,183.89496247516624
2091,10669860548.324102,2575393761.2501316,8094466787.073971,134596551766.11078,205.48809953572402
2092,11283533153.737144,2452387098.0184546,8831146055.718689,140788549747.98413,230.23686627084538
2093,11969307556.981318,2335394056.974954,9633913500.006363,147661903449.01044,258.6455533060448
