year,total_population,working_age_population,elderly_population,elderly_dependency,total_subscribers,total_income_nominal,total_income_real
2047,47337509.56388154,22507621.20569196,19923665.360734046,88.51964043048469,15265588.731355572,111761502682.25291,67936537553.68203
2048,46955445.71497092,21817808.420161232,20276543.19585752,92.93574682377597,14872521.364203732,111425662620.56734,66404304153.204
2049,46553091.18416843,21480543.10544157,20259876.847684354,94.31733987467015,14617808.616868485,111873632293.28679,65363992554.30563
2050,46132035.10025881,21141489.248568054,20229096.794599567,95.68435107271223,14359685.475782515,112263057120.7981,64305412112.87242
2051,45693645.66005232,20800349.887033235,20185712.50225617,97.04506227964835,14098039.300764605,112590492541.8609,63228402379.05729
2052,45239242.93959442,20462244.589483272,20130974.52482704,98.38106683161001,13824250.118450439,112740706844.6172,62071332848.19995
2053,44770023.47468937,20126887.48216103,20066016.57506032,99.69756423016393,13553469.37584179,112878462512.2401,60928604507.273926
2054,44292214.78514995,19793983.21924223,19997019.13721822,101.02574563051367,13285372.815858401,113000835183.0195,59798684134.441345
2055,43806616.13789284,19463224.824701723,19924740.434609827,102.3712186138978,13019628.330840806,113104623359.42464,58680007441.42352
2056,43316500.70215388,19134295.98877879,19849856.964720305,103.7396775735107,12770305.3275425,112995992565.67888,57474165205.2429
2057,42822561.018816724,18806349.778444204,19772970.6346106,105.1398642881477,12523211.63011479,112841263195.00783,56270062566.28279
2058,42305467.9080078,18479258.093756054,19674662.06645157,106.46889591903816,12278096.526933867,112636024322.46153,55066389205.108734
2059,41768243.52883005,18148030.779855,19557853.268601656,107.76845987230533,12031432.933112172,112349456047.24083,53849303375.79754
2060,41213602.184887074,17812737.27150508,19425160.47936024,109.05207988687143,11783120.71718471,111976355393.7969,52618113272.77283
2061,40643686.09695885,17473307.686255578,19278784.65407846,110.33277156358359,11532968.22288359,111510398328.55713,51371723807.83469
2062,40060686.34865393,17129790.994879466,19120819.17084154,111.62319012857334,11282531.424981244,110968635076.08145,50119744022.36875
2063,39466569.02516176,16782223.9177622,18953135.106139522,112.93577775517369,11031739.068307597,110346929930.67006,48861712387.81885
2064,38863250.72451092,16430742.85522342,18777403.574084066,114.28213404310341,10780611.696610283,109641906026.45888,47597575702.36934
2065,38252261.52171446,16075270.614020389,18595115.77431833,115.67528921161802,10528998.842122955,108848381589.86658,46326560876.23904
2066,37634964.2720498,15715723.689910565,18407601.22473648,117.12856237447143,10318283.793233722,108820990838.32718,45406767841.99411
2067,37012577.68739681,15352108.100794591,18216044.096277148,118.65500149347127,10109034.457058096,108776365325.84467,44498183677.403694
2068,36386191.07933392,14984426.665200446,18021497.92317084,120.2681846014411,9901189.227395896,108713445629.3672,43600435801.92199
2069,35756777.473939896,14612310.369097047,17824898.85216084,121.98549306657188,9693039.530629538,108606652017.51149,42703534638.72306
2070,35125205.61714387,14235774.16271018,17627077.575257722,123.82240244742624,9484588.695293358,108454321487.16672,41807489330.44696
2071,34492599.41719694,13990745.57146082,17293131.891747016,123.60407673357025,9330238.86422852,108773098875.81789,41108208979.65905
2072,33859700.53759198,13749227.396768251,16951713.047821052,123.29211350308704,9178786.30113248,109094778007.34946,40421352908.25504
2073,33227175.891980004,13511202.908548098,16603413.854545875,122.886274204656,9030216.893928938,109419839432.76385,39746856219.54342
2074,32614861.33536303,13279195.43900467,16267498.935105586,122.50364873253874,8889339.69360255,109691696223.3481,39064322005.928505
2075,32020629.46970693,13053214.829175312,15942019.982222462,122.13098605096397,8751236.019463493,110001325800.34036,38406460660.878075
2076,31444570.85055676,12833274.146415126,15627232.135293096,121.77120162011377,8615944.860575985,110349759156.6252,37772661349.366104
2077,30885033.082082275,12619388.388772491,15321634.330514722,121.41344618687246,8483533.234070979,110738513371.13533,37162482060.15168
2078,30340534.459791623,12411575.3433904,15023881.770432234,121.04733971931275,8354068.934367297,111169121849.86285,36575479377.90155
2079,29809750.402605563,12209858.164822519,14732770.13691599,120.66290974093509,8227511.630624864,111641026207.5945,36010528892.22426
2080,29291496.342943076,12014259.671468286,14447221.377797682,120.25061695734149,8103936.307139782,112155772804.6451,35467219321.44456
2081,28784781.42880025,11824823.084570888,14166270.912376614,119.80112354374978,7983703.481132802,112709253225.07893,34943379821.83044
2082,28288726.740046345,11641595.27753443,13889056.067313729,119.3054365505763,7866882.924532606,113303231258.06029,34438756388.95123
2083,27802554.974305138,11464623.621050265,13614805.704880435,118.75492955461885,7753544.349638294,113939505839.39548,33953091560.282745
2084,27325488.906213317,11293949.59140636,13342830.883468382,118.14140638294532,7654324.271086413,114954136482.0133,33583768279.295403
2085,26856832.974451672,11129615.533008846,13072516.511453146,117.45703589384497,7555146.406248512,115942985232.99979,33208489931.91511
2086,26395966.756770663,10971664.811163979,12803313.776237411,116.69435766219979,7456264.998422121,116909560646.58208,32828762055.278202
2087,25942338.335998278,10820141.645644112,12534733.324462622,115.84629605573377,7357936.267774458,117857742818.8589,32446094245.28794
2088,25495458.327319242,10675091.164651718,12266339.118572386,114.90617671903117,7260418.483073458,118791805590.22581,32062000586.324753
2089,25054911.744621366,10570449.51288964,11963895.822808819,113.18246975419545,7177582.550118983,119899607245.55222,31726467758.285892
2090,24620328.16534082,10459976.571986467,11673390.381202495,111.60054041101534,7091159.824747299,120940853871.21733,31374500563.614113
2091,24191460.078532748,10344358.65468604,11393925.093702437,110.14626884133547,7002907.032023133,121935550908.71153,31012299086.81182
2092,23768092.94213456,10224806.050729102,11124634.72473752,108.80044735855164,6913519.7705605,122892940556.1978,30642936642.526787
2093,23350041.963182162,10101786.464837303,10864682.695389425,107.55209222851465,6823323.87174946,123818572859.75166,30268372459.207264
